,home_team_fifa_rank,away_team_fifa_rank,home_team_total_fifa_points,away_team_total_fifa_points,neutral_location,home_team_code,away_team_code
32,6.0,84.0,0.0,0.0,0.0,155.0,113.0
33,40.0,89.0,0.0,0.0,0.0,141.0,107.0
34,30.0,3.0,0.0,0.0,0.0,162.0,182.0
35,22.0,59.0,0.0,0.0,0.0,202.0,24.0
36,94.0,35.0,0.0,0.0,0.0,205.0,59.0
37,8.0,22.0,0.0,0.0,0.0,27.0,202.0
38,35.0,59.0,0.0,0.0,0.0,59.0,24.0
39,92.0,13.0,0.0,0.0,0.0,1.0,174.0
40,118.0,2.0,0.0,0.0,0.0,65.0,95.0
41,9.0,20.0,0.0,0.0,0.0,142.0,151.0
42,119.0,16.0,0.0,0.0,1.0,160.0,134.0
43,18.0,31.0,0.0,0.0,0.0,139.0,54.0
44,27.0,57.0,0.0,0.0,0.0,209.0,163.0
45,47.0,60.0,0.0,0.0,0.0,210.0,82.0
46,30.0,18.0,0.0,0.0,0.0,2.0,139.0
47,23.0,47.0,0.0,0.0,0.0,35.0,210.0
48,32.0,27.0,0.0,0.0,0.0,129.0,209.0
49,110.0,35.0,0.0,0.0,0.0,114.0,78.0
50,37.0,33.0,0.0,0.0,0.0,30.0,12.0
51,4.0,40.0,0.0,0.0,0.0,55.0,141.0
52,7.0,71.0,0.0,0.0,0.0,71.0,94.0
53,9.0,14.0,0.0,0.0,0.0,155.0,174.0
54,2.0,28.0,0.0,0.0,0.0,95.0,162.0
55,13.0,5.0,0.0,0.0,0.0,134.0,62.0
56,22.0,3.0,0.0,0.0,0.0,151.0,142.0
57,21.0,10.0,0.0,0.0,0.0,152.0,182.0
58,20.0,24.0,0.0,0.0,0.0,156.0,19.0
59,11.0,50.0,0.0,0.0,0.0,181.0,70.0
60,29.0,74.0,0.0,0.0,0.0,207.0,52.0
61,64.0,59.0,0.0,0.0,1.0,101.0,93.0
62,44.0,43.0,0.0,0.0,1.0,161.0,97.0
63,58.0,36.0,0.0,0.0,1.0,89.0,102.0
64,43.0,58.0,0.0,0.0,1.0,97.0,89.0
65,64.0,44.0,0.0,0.0,1.0,101.0,161.0
66,59.0,36.0,0.0,0.0,1.0,93.0,102.0
67,64.0,43.0,0.0,0.0,1.0,101.0,97.0
68,59.0,64.0,0.0,0.0,1.0,89.0,93.0
69,37.0,46.0,0.0,0.0,1.0,102.0,161.0
70,98.0,63.0,0.0,0.0,1.0,32.0,82.0
71,64.0,46.0,0.0,0.0,1.0,93.0,161.0
72,59.0,58.0,0.0,0.0,1.0,89.0,101.0
73,44.0,37.0,0.0,0.0,1.0,97.0,102.0
74,49.0,106.0,0.0,0.0,0.0,88.0,114.0
75,66.0,34.0,0.0,0.0,0.0,94.0,12.0
76,67.0,23.0,0.0,0.0,0.0,194.0,151.0
77,64.0,44.0,0.0,0.0,1.0,93.0,97.0
78,37.0,58.0,0.0,0.0,1.0,102.0,101.0
79,46.0,59.0,0.0,0.0,1.0,161.0,89.0
80,61.0,9.0,0.0,0.0,0.0,11.0,8.0
81,34.0,8.0,0.0,0.0,0.0,12.0,181.0
82,66.0,45.0,0.0,0.0,0.0,94.0,70.0
83,20.0,119.0,0.0,0.0,0.0,152.0,65.0
84,67.0,2.0,0.0,0.0,0.0,194.0,142.0
85,9.0,61.0,0.0,0.0,0.0,8.0,11.0
86,14.0,32.0,0.0,0.0,0.0,71.0,30.0
87,36.0,11.0,0.0,0.0,0.0,78.0,157.0
88,3.0,20.0,0.0,0.0,0.0,95.0,152.0
89,84.0,29.0,0.0,0.0,0.0,121.0,162.0
90,42.0,11.0,0.0,0.0,0.0,141.0,155.0
91,23.0,6.0,0.0,0.0,0.0,151.0,134.0
92,122.0,10.0,0.0,0.0,1.0,160.0,62.0
93,7.0,5.0,0.0,0.0,0.0,174.0,55.0
94,13.0,119.0,0.0,0.0,0.0,182.0,65.0
95,28.0,15.0,0.0,0.0,0.0,207.0,156.0
96,84.0,62.0,0.0,0.0,0.0,166.0,82.0
97,132.0,144.0,0.0,0.0,1.0,83.0,122.0
98,63.0,75.0,0.0,0.0,1.0,163.0,120.0
99,62.0,153.0,0.0,0.0,1.0,82.0,73.0
100,75.0,132.0,0.0,0.0,1.0,120.0,83.0
101,63.0,144.0,0.0,0.0,1.0,163.0,122.0
102,84.0,153.0,0.0,0.0,0.0,166.0,73.0
103,75.0,144.0,0.0,0.0,1.0,120.0,122.0
104,63.0,132.0,0.0,0.0,1.0,163.0,83.0
105,153.0,63.0,0.0,0.0,1.0,73.0,163.0
106,84.0,75.0,0.0,0.0,0.0,166.0,120.0
107,153.0,75.0,0.0,0.0,1.0,73.0,120.0
108,84.0,63.0,0.0,0.0,0.0,166.0,163.0
109,114.0,105.0,0.0,0.0,0.0,17.0,153.0
110,117.0,136.0,0.0,0.0,0.0,180.0,84.0
111,143.0,105.0,0.0,0.0,1.0,79.0,153.0
112,114.0,143.0,0.0,0.0,0.0,17.0,79.0
113,26.0,30.0,0.0,0.0,1.0,60.0,129.0
114,51.0,150.0,0.0,0.0,0.0,201.0,168.0
115,26.0,150.0,0.0,0.0,1.0,60.0,168.0
116,51.0,30.0,0.0,0.0,0.0,201.0,129.0
117,30.0,150.0,0.0,0.0,1.0,129.0,168.0
118,51.0,26.0,0.0,0.0,0.0,201.0,60.0
119,83.0,32.0,0.0,0.0,0.0,121.0,193.0
120,134.0,32.0,0.0,0.0,1.0,169.0,193.0
121,83.0,134.0,0.0,0.0,0.0,121.0,169.0
122,13.0,22.0,0.0,0.0,1.0,156.0,198.0
123,153.0,81.0,0.0,0.0,0.0,37.0,96.0
124,152.0,145.0,0.0,0.0,0.0,58.0,85.0
125,18.0,61.0,0.0,0.0,1.0,139.0,72.0
126,32.0,57.0,0.0,0.0,0.0,193.0,120.0
127,31.0,62.0,0.0,0.0,1.0,76.0,82.0
128,28.0,73.0,0.0,0.0,1.0,54.0,166.0
129,25.0,61.0,0.0,0.0,1.0,60.0,72.0
130,58.0,62.0,0.0,0.0,1.0,163.0,82.0
131,22.0,73.0,0.0,0.0,1.0,209.0,166.0
132,18.0,25.0,0.0,0.0,1.0,139.0,60.0
133,31.0,58.0,0.0,0.0,1.0,76.0,163.0
134,22.0,28.0,0.0,0.0,1.0,209.0,54.0
135,25.0,57.0,0.0,0.0,1.0,60.0,120.0
136,31.0,28.0,0.0,0.0,1.0,76.0,54.0
137,22.0,58.0,0.0,0.0,1.0,209.0,163.0
138,18.0,28.0,0.0,0.0,1.0,139.0,54.0
139,22.0,57.0,0.0,0.0,1.0,209.0,120.0
140,140.0,147.0,0.0,0.0,1.0,37.0,85.0
141,109.0,140.0,0.0,0.0,1.0,180.0,37.0
142,28.0,57.0,0.0,0.0,1.0,54.0,120.0
143,18.0,22.0,0.0,0.0,1.0,139.0,209.0
144,109.0,147.0,0.0,0.0,1.0,180.0,85.0
145,93.0,109.0,0.0,0.0,0.0,192.0,180.0
146,35.0,160.0,0.0,0.0,0.0,141.0,112.0
147,54.0,44.0,0.0,0.0,0.0,97.0,11.0
148,44.0,17.0,0.0,0.0,1.0,11.0,71.0
149,54.0,17.0,0.0,0.0,0.0,97.0,71.0
150,1.0,43.0,0.0,0.0,1.0,75.0,24.0
151,5.0,37.0,0.0,0.0,1.0,174.0,102.0
152,17.0,7.0,0.0,0.0,1.0,43.0,156.0
153,4.0,14.0,0.0,0.0,1.0,95.0,155.0
154,23.0,12.0,0.0,0.0,0.0,198.0,182.0
155,27.0,28.0,0.0,0.0,1.0,19.0,129.0
156,24.0,10.0,0.0,0.0,1.0,35.0,181.0
157,6.0,16.0,0.0,0.0,1.0,142.0,124.0
158,3.0,19.0,0.0,0.0,1.0,27.0,157.0
159,2.0,34.0,0.0,0.0,1.0,134.0,161.0
160,8.0,31.0,0.0,0.0,1.0,8.0,78.0
161,1.0,5.0,0.0,0.0,1.0,75.0,174.0
162,11.0,29.0,0.0,0.0,1.0,139.0,30.0
163,7.0,12.0,0.0,0.0,1.0,156.0,182.0
164,23.0,17.0,0.0,0.0,0.0,198.0,43.0
165,4.0,6.0,0.0,0.0,1.0,95.0,142.0
166,37.0,43.0,0.0,0.0,1.0,102.0,24.0
167,3.0,24.0,0.0,0.0,1.0,27.0,35.0
168,16.0,14.0,0.0,0.0,1.0,124.0,155.0
169,10.0,19.0,0.0,0.0,1.0,181.0,157.0
170,8.0,11.0,0.0,0.0,1.0,8.0,139.0
171,27.0,2.0,0.0,0.0,1.0,19.0,134.0
172,34.0,28.0,0.0,0.0,1.0,161.0,129.0
173,29.0,31.0,0.0,0.0,1.0,30.0,78.0
174,12.0,17.0,0.0,0.0,1.0,182.0,43.0
175,23.0,7.0,0.0,0.0,0.0,198.0,156.0
176,43.0,5.0,0.0,0.0,1.0,24.0,174.0
177,1.0,37.0,0.0,0.0,1.0,75.0,102.0
178,3.0,10.0,0.0,0.0,1.0,27.0,181.0
179,14.0,6.0,0.0,0.0,1.0,155.0,142.0
180,4.0,16.0,0.0,0.0,1.0,95.0,124.0
181,19.0,24.0,0.0,0.0,1.0,157.0,35.0
182,27.0,34.0,0.0,0.0,1.0,19.0,161.0
183,28.0,2.0,0.0,0.0,1.0,129.0,134.0
184,8.0,29.0,0.0,0.0,1.0,8.0,30.0
185,31.0,11.0,0.0,0.0,1.0,78.0,139.0
186,1.0,27.0,0.0,0.0,1.0,75.0,19.0
187,5.0,12.0,0.0,0.0,1.0,174.0,182.0
188,7.0,8.0,0.0,0.0,1.0,156.0,8.0
189,34.0,10.0,0.0,0.0,1.0,161.0,181.0
190,2.0,14.0,0.0,0.0,1.0,134.0,155.0
191,23.0,3.0,0.0,0.0,0.0,198.0,27.0
192,16.0,29.0,0.0,0.0,1.0,124.0,30.0
193,11.0,4.0,0.0,0.0,1.0,139.0,95.0
194,155.0,168.0,0.0,0.0,0.0,170.0,204.0
195,155.0,97.0,0.0,0.0,0.0,170.0,69.0
196,168.0,97.0,0.0,0.0,1.0,204.0,69.0
197,4.0,5.0,0.0,0.0,1.0,95.0,174.0
198,2.0,3.0,0.0,0.0,1.0,134.0,27.0
199,29.0,1.0,0.0,0.0,1.0,30.0,75.0
200,7.0,10.0,0.0,0.0,1.0,156.0,181.0
201,29.0,4.0,0.0,0.0,1.0,30.0,95.0
202,10.0,3.0,0.0,0.0,1.0,181.0,27.0
203,10.0,29.0,0.0,0.0,1.0,181.0,30.0
204,3.0,4.0,0.0,0.0,1.0,27.0,95.0
205,84.0,111.0,0.0,0.0,0.0,113.0,65.0
206,111.0,86.0,0.0,0.0,1.0,65.0,107.0
207,84.0,86.0,0.0,0.0,0.0,113.0,107.0
208,99.0,104.0,0.0,0.0,0.0,187.0,199.0
209,123.0,161.0,0.0,0.0,0.0,5.0,132.0
210,148.0,61.0,0.0,0.0,0.0,26.0,82.0
211,100.0,30.0,0.0,0.0,0.0,31.0,129.0
212,110.0,108.0,0.0,0.0,0.0,45.0,73.0
213,111.0,90.0,0.0,0.0,0.0,65.0,49.0
214,114.0,48.0,0.0,0.0,0.0,67.0,2.0
215,115.0,31.0,0.0,0.0,0.0,83.0,193.0
216,52.0,32.0,0.0,0.0,0.0,94.0,151.0
217,136.0,122.0,0.0,0.0,0.0,110.0,190.0
218,102.0,74.0,0.0,0.0,0.0,116.0,172.0
219,50.0,109.0,0.0,0.0,0.0,120.0,130.0
220,132.0,26.0,0.0,0.0,0.0,179.0,60.0
221,44.0,69.0,0.0,0.0,0.0,53.0,121.0
222,20.0,159.0,0.0,0.0,0.0,19.0,9.0
223,71.0,6.0,0.0,0.0,0.0,52.0,174.0
224,127.0,34.0,0.0,0.0,0.0,68.0,78.0
225,45.0,33.0,0.0,0.0,0.0,70.0,162.0
226,124.0,149.0,0.0,0.0,0.0,74.0,125.0
227,55.0,57.0,0.0,0.0,0.0,88.0,194.0
228,42.0,3.0,0.0,0.0,0.0,90.0,181.0
229,86.0,13.0,0.0,0.0,0.0,107.0,155.0
230,151.0,37.0,0.0,0.0,0.0,112.0,12.0
231,116.0,5.0,0.0,0.0,0.0,114.0,134.0
232,117.0,12.0,0.0,0.0,0.0,140.0,55.0
233,39.0,25.0,0.0,0.0,0.0,141.0,152.0
234,8.0,142.0,0.0,0.0,0.0,142.0,18.0
235,7.0,170.0,0.0,0.0,0.0,156.0,13.0
236,43.0,16.0,0.0,0.0,0.0,168.0,71.0
237,75.0,2.0,0.0,0.0,0.0,169.0,95.0
238,79.0,84.0,0.0,0.0,0.0,200.0,113.0
239,35.0,101.0,0.0,0.0,0.0,207.0,1.0
240,142.0,72.0,0.0,0.0,0.0,9.0,52.0
241,116.0,2.0,0.0,0.0,0.0,65.0,95.0
242,20.0,7.0,0.0,0.0,0.0,71.0,156.0
243,73.0,58.0,0.0,0.0,0.0,49.0,113.0
244,70.0,24.0,0.0,0.0,0.0,107.0,152.0
245,40.0,45.0,0.0,0.0,0.0,12.0,141.0
246,130.0,120.0,0.0,0.0,0.0,18.0,114.0
247,14.0,100.0,0.0,0.0,0.0,30.0,74.0
248,13.0,19.0,0.0,0.0,0.0,55.0,19.0
249,32.0,47.0,0.0,0.0,0.0,78.0,70.0
250,12.0,154.0,0.0,0.0,0.0,155.0,112.0
251,48.0,42.0,0.0,0.0,0.0,94.0,168.0
252,105.0,6.0,0.0,0.0,0.0,140.0,174.0
253,66.0,35.0,0.0,0.0,0.0,121.0,53.0
254,135.0,34.0,0.0,0.0,0.0,125.0,207.0
255,8.0,5.0,0.0,0.0,0.0,142.0,134.0
256,33.0,151.0,0.0,0.0,0.0,151.0,13.0
257,17.0,133.0,0.0,0.0,0.0,157.0,160.0
258,31.0,128.0,0.0,0.0,0.0,162.0,68.0
259,11.0,3.0,0.0,0.0,0.0,182.0,181.0
260,39.0,37.0,0.0,0.0,0.0,194.0,90.0
261,79.0,69.0,0.0,0.0,0.0,200.0,169.0
262,50.0,125.0,0.0,0.0,0.0,2.0,179.0
263,25.0,89.0,0.0,0.0,0.0,60.0,187.0
264,141.0,119.0,0.0,0.0,0.0,122.0,83.0
265,84.0,46.0,0.0,0.0,0.0,117.0,210.0
266,153.0,49.0,0.0,0.0,0.0,132.0,120.0
267,118.0,107.0,0.0,0.0,0.0,199.0,67.0
268,61.0,111.0,0.0,0.0,0.0,82.0,5.0
269,106.0,150.0,0.0,0.0,0.0,130.0,26.0
270,74.0,26.0,0.0,0.0,0.0,138.0,76.0
271,114.0,55.0,0.0,0.0,0.0,190.0,163.0
272,54.0,60.0,0.0,0.0,0.0,201.0,154.0
273,84.0,47.0,0.0,0.0,1.0,15.0,104.0
274,65.0,27.0,0.0,0.0,1.0,143.0,161.0
275,54.0,27.0,0.0,0.0,0.0,201.0,161.0
276,65.0,84.0,0.0,0.0,1.0,143.0,15.0
277,47.0,60.0,0.0,0.0,1.0,104.0,154.0
278,60.0,65.0,0.0,0.0,1.0,154.0,143.0
279,54.0,47.0,0.0,0.0,0.0,201.0,104.0
280,27.0,84.0,0.0,0.0,1.0,161.0,15.0
281,24.0,115.0,0.0,0.0,0.0,60.0,67.0
282,137.0,128.0,0.0,0.0,0.0,122.0,110.0
283,107.0,26.0,0.0,0.0,0.0,73.0,76.0
284,60.0,27.0,0.0,0.0,1.0,154.0,161.0
285,8.0,42.0,0.0,0.0,0.0,156.0,168.0
286,90.0,114.0,0.0,0.0,0.0,187.0,179.0
287,101.0,58.0,0.0,0.0,0.0,199.0,2.0
288,54.0,84.0,0.0,0.0,0.0,201.0,15.0
289,79.0,145.0,0.0,0.0,0.0,72.0,123.0
290,117.0,53.0,0.0,0.0,0.0,83.0,163.0
291,151.0,29.0,0.0,0.0,0.0,109.0,35.0
292,49.0,116.0,0.0,0.0,0.0,120.0,5.0
293,33.0,22.0,0.0,0.0,0.0,129.0,54.0
294,98.0,63.0,0.0,0.0,0.0,130.0,82.0
295,76.0,68.0,0.0,0.0,0.0,138.0,166.0
296,65.0,47.0,0.0,0.0,1.0,143.0,104.0
297,25.0,41.0,0.0,0.0,0.0,152.0,12.0
298,81.0,119.0,0.0,0.0,0.0,200.0,65.0
299,20.0,69.0,0.0,0.0,0.0,209.0,172.0
300,84.0,60.0,0.0,0.0,1.0,15.0,154.0
301,156.0,72.0,0.0,0.0,0.0,112.0,107.0
302,113.0,4.0,0.0,0.0,0.0,1.0,75.0
303,150.0,51.0,0.0,0.0,1.0,13.0,94.0
304,121.0,10.0,0.0,0.0,0.0,18.0,142.0
305,21.0,108.0,0.0,0.0,0.0,19.0,140.0
306,16.0,124.0,0.0,0.0,0.0,30.0,125.0
307,75.0,141.0,0.0,0.0,0.0,52.0,9.0
308,48.0,132.0,0.0,0.0,0.0,70.0,68.0
309,106.0,40.0,0.0,0.0,0.0,74.0,207.0
310,31.0,134.0,0.0,0.0,0.0,78.0,160.0
311,2.0,67.0,0.0,0.0,0.0,95.0,49.0
312,47.0,27.0,0.0,0.0,1.0,104.0,161.0
313,5.0,32.0,0.0,0.0,0.0,134.0,53.0
314,39.0,11.0,0.0,0.0,0.0,141.0,155.0
315,36.0,19.0,0.0,0.0,0.0,151.0,71.0
316,28.0,14.0,0.0,0.0,0.0,162.0,157.0
317,73.0,61.0,0.0,0.0,0.0,169.0,113.0
318,6.0,13.0,0.0,0.0,0.0,174.0,55.0
319,3.0,52.0,0.0,0.0,0.0,181.0,88.0
320,7.0,45.0,0.0,0.0,0.0,182.0,90.0
321,54.0,65.0,0.0,0.0,0.0,201.0,143.0
322,79.0,20.0,0.0,0.0,0.0,72.0,209.0
323,28.0,25.0,0.0,0.0,1.0,35.0,54.0
324,28.0,26.0,0.0,0.0,1.0,35.0,76.0
325,64.0,25.0,0.0,0.0,0.0,172.0,54.0
326,90.0,85.0,0.0,0.0,0.0,100.0,187.0
327,97.0,170.0,0.0,0.0,1.0,199.0,165.0
328,26.0,25.0,0.0,0.0,1.0,76.0,54.0
329,64.0,28.0,0.0,0.0,0.0,172.0,35.0
330,90.0,97.0,0.0,0.0,0.0,100.0,199.0
331,109.0,93.0,0.0,0.0,0.0,1.0,74.0
332,41.0,133.0,0.0,0.0,0.0,70.0,160.0
333,50.0,11.0,0.0,0.0,0.0,94.0,156.0
334,78.0,10.0,0.0,0.0,0.0,121.0,142.0
335,121.0,4.0,0.0,0.0,0.0,125.0,75.0
336,6.0,129.0,0.0,0.0,0.0,134.0,114.0
337,48.0,7.0,0.0,0.0,0.0,194.0,182.0
338,40.0,17.0,0.0,0.0,0.0,207.0,30.0
339,22.0,5.0,0.0,0.0,0.0,19.0,174.0
340,99.0,69.0,0.0,0.0,0.0,140.0,52.0
341,4.0,109.0,0.0,0.0,0.0,75.0,1.0
342,32.0,30.0,0.0,0.0,0.0,78.0,162.0
343,21.0,158.0,0.0,0.0,0.0,152.0,112.0
344,36.0,12.0,0.0,0.0,1.0,97.0,139.0
345,27.0,15.0,0.0,0.0,0.0,161.0,124.0
346,50.0,30.0,0.0,0.0,0.0,163.0,193.0
347,76.0,117.0,0.0,0.0,0.0,166.0,73.0
348,106.0,94.0,0.0,0.0,0.0,5.0,130.0
349,31.0,82.0,0.0,0.0,0.0,35.0,117.0
350,114.0,70.0,0.0,0.0,0.0,45.0,138.0
351,115.0,74.0,0.0,0.0,0.0,67.0,187.0
352,66.0,123.0,0.0,0.0,0.0,82.0,132.0
353,36.0,10.0,0.0,0.0,1.0,97.0,8.0
354,27.0,14.0,0.0,0.0,0.0,161.0,55.0
355,86.0,137.0,0.0,0.0,0.0,190.0,122.0
356,146.0,21.0,0.0,0.0,0.0,123.0,209.0
357,14.0,15.0,0.0,0.0,1.0,55.0,124.0
358,12.0,10.0,0.0,0.0,1.0,139.0,8.0
359,14.0,10.0,0.0,0.0,1.0,55.0,8.0
360,15.0,12.0,0.0,0.0,1.0,124.0,139.0
361,74.0,57.0,0.0,0.0,0.0,187.0,2.0
362,93.0,22.0,0.0,0.0,0.0,199.0,60.0
363,145.0,106.0,0.0,0.0,0.0,26.0,5.0
364,115.0,116.0,0.0,0.0,0.0,67.0,179.0
365,26.0,114.0,0.0,0.0,0.0,76.0,45.0
366,25.0,97.0,0.0,0.0,0.0,54.0,31.0
367,135.0,82.0,0.0,0.0,0.0,109.0,117.0
368,127.0,50.0,0.0,0.0,0.0,110.0,163.0
369,94.0,123.0,0.0,0.0,0.0,130.0,132.0
370,70.0,117.0,0.0,0.0,0.0,138.0,73.0
371,51.0,31.0,0.0,0.0,0.0,210.0,35.0
372,30.0,137.0,0.0,0.0,0.0,193.0,122.0
373,35.0,17.0,0.0,0.0,1.0,102.0,43.0
374,30.0,127.0,0.0,0.0,0.0,193.0,110.0
375,40.0,35.0,0.0,0.0,1.0,41.0,102.0
376,98.0,36.0,0.0,0.0,0.0,87.0,97.0
377,108.0,42.0,0.0,0.0,0.0,87.0,41.0
378,37.0,33.0,0.0,0.0,1.0,97.0,102.0
379,86.0,127.0,0.0,0.0,0.0,121.0,114.0
380,92.0,37.0,0.0,0.0,0.0,188.0,97.0
381,42.0,37.0,0.0,0.0,1.0,41.0,97.0
382,108.0,33.0,0.0,0.0,0.0,87.0,102.0
383,108.0,42.0,0.0,0.0,0.0,87.0,41.0
384,37.0,33.0,0.0,0.0,1.0,97.0,102.0
385,96.0,82.0,0.0,0.0,1.0,93.0,203.0
386,116.0,92.0,0.0,0.0,0.0,91.0,188.0
387,116.0,96.0,0.0,0.0,0.0,91.0,93.0
388,116.0,82.0,0.0,0.0,0.0,91.0,203.0
389,96.0,92.0,0.0,0.0,1.0,93.0,188.0
390,92.0,82.0,0.0,0.0,1.0,188.0,203.0
391,145.0,131.0,0.0,0.0,0.0,79.0,177.0
392,64.0,81.0,0.0,0.0,0.0,49.0,200.0
393,3.0,119.0,0.0,0.0,0.0,95.0,65.0
394,142.0,133.0,0.0,0.0,1.0,133.0,16.0
395,159.0,133.0,0.0,0.0,1.0,144.0,16.0
396,117.0,155.0,0.0,0.0,0.0,17.0,84.0
397,106.0,110.0,0.0,0.0,0.0,1.0,125.0
398,52.0,74.0,0.0,0.0,0.0,12.0,107.0
399,14.0,45.0,0.0,0.0,0.0,30.0,207.0
400,70.0,15.0,0.0,0.0,0.0,52.0,55.0
401,34.0,123.0,0.0,0.0,0.0,53.0,18.0
402,98.0,5.0,0.0,0.0,0.0,74.0,75.0
403,63.0,11.0,0.0,0.0,0.0,88.0,182.0
404,10.0,50.0,0.0,0.0,0.0,155.0,141.0
405,40.0,18.0,0.0,0.0,0.0,94.0,71.0
406,61.0,64.0,0.0,0.0,0.0,113.0,49.0
407,127.0,6.0,0.0,0.0,0.0,114.0,142.0
408,142.0,159.0,0.0,0.0,1.0,133.0,144.0
409,8.0,86.0,0.0,0.0,0.0,134.0,121.0
410,12.0,32.0,0.0,0.0,0.0,156.0,151.0
411,17.0,30.0,0.0,0.0,0.0,157.0,162.0
412,135.0,46.0,0.0,0.0,0.0,160.0,70.0
413,44.0,148.0,0.0,0.0,0.0,168.0,13.0
414,89.0,119.0,0.0,0.0,0.0,169.0,65.0
415,2.0,23.0,0.0,0.0,0.0,174.0,19.0
416,143.0,116.0,0.0,0.0,0.0,175.0,91.0
417,49.0,4.0,0.0,0.0,0.0,194.0,181.0
418,81.0,3.0,0.0,0.0,0.0,200.0,95.0
419,116.0,133.0,0.0,0.0,1.0,91.0,16.0
420,143.0,142.0,0.0,0.0,0.0,175.0,133.0
421,155.0,117.0,0.0,0.0,0.0,84.0,17.0
422,143.0,116.0,0.0,0.0,0.0,175.0,91.0
423,99.0,51.0,0.0,0.0,0.0,122.0,163.0
424,71.0,25.0,0.0,0.0,0.0,166.0,76.0
425,73.0,65.0,0.0,0.0,0.0,199.0,187.0
426,21.0,67.0,0.0,0.0,0.0,209.0,72.0
427,111.0,104.0,0.0,0.0,0.0,73.0,45.0
428,56.0,146.0,0.0,0.0,0.0,82.0,26.0
429,137.0,41.0,0.0,0.0,0.0,109.0,210.0
430,35.0,101.0,0.0,0.0,0.0,129.0,31.0
431,91.0,55.0,0.0,0.0,0.0,130.0,120.0
432,131.0,145.0,0.0,0.0,0.0,177.0,79.0
433,80.0,115.0,0.0,0.0,0.0,190.0,110.0
434,102.0,69.0,0.0,0.0,0.0,45.0,166.0
435,50.0,79.0,0.0,0.0,0.0,163.0,190.0
436,67.0,26.0,0.0,0.0,0.0,187.0,60.0
437,93.0,51.0,0.0,0.0,0.0,5.0,82.0
438,147.0,84.0,0.0,0.0,0.0,26.0,130.0
439,97.0,66.0,0.0,0.0,0.0,67.0,199.0
440,27.0,77.0,0.0,0.0,0.0,76.0,138.0
441,109.0,24.0,0.0,0.0,0.0,110.0,193.0
442,59.0,114.0,0.0,0.0,0.0,120.0,132.0
443,40.0,71.0,0.0,0.0,0.0,210.0,117.0
444,107.0,53.0,0.0,0.0,0.0,179.0,2.0
445,34.0,44.0,0.0,0.0,0.0,151.0,94.0
446,144.0,3.0,0.0,0.0,0.0,9.0,174.0
447,47.0,156.0,0.0,0.0,0.0,12.0,112.0
448,148.0,10.0,0.0,0.0,1.0,13.0,156.0
449,120.0,88.0,0.0,0.0,0.0,18.0,121.0
450,21.0,65.0,0.0,0.0,0.0,19.0,52.0
451,56.0,81.0,0.0,0.0,0.0,49.0,169.0
452,30.0,7.0,0.0,0.0,0.0,53.0,134.0
453,15.0,92.0,0.0,0.0,0.0,55.0,140.0
454,115.0,82.0,0.0,0.0,0.0,65.0,200.0
455,136.0,40.0,0.0,0.0,0.0,68.0,70.0
456,18.0,38.0,0.0,0.0,0.0,71.0,168.0
457,100.0,99.0,0.0,0.0,0.0,74.0,1.0
458,4.0,49.0,0.0,0.0,0.0,75.0,207.0
459,23.0,17.0,0.0,0.0,0.0,78.0,157.0
460,57.0,5.0,0.0,0.0,0.0,88.0,181.0
461,11.0,14.0,0.0,0.0,0.0,155.0,152.0
